residence-id,person-id,place-id,residence-label,is-current,date-start-value,date-start-descriptor,date-end-value,date-end-descriptor,notes,source-last-modified-date,source-last-modified-by
RS0503,P046,L0180,Home,TRUE,,,,,,2007-03-06,BMAC
RS0504,P071,L0181,Home,TRUE,,,,,,2000-08-17,Lauerb
RS0505,P353,L0181,Home,TRUE,,,,,,2000-08-17,Lauerb
RS0506,P354,L0181,Home,TRUE,,,,,,2000-08-17,Lauerb
RS0507,P355,L0181,Home,TRUE,,,,,,2000-08-17,Lauerb
RS0508,P139,L0182,Home,TRUE,,,,,,1994-01-03,McDirectory
RS0509,P751,L0182,Home,TRUE,,,,,,1994-01-03,McDirectory
RS0510,P140,L0183,Home,TRUE,,,,,,2003-07-19,BMAC
RS0511,P142,L0184,Home,TRUE,,,,,,2007-08-13,BMAC
RS0512,P246,L0184,Home,TRUE,,,,,,2007-08-13,BMAC
RS0513,P754,L0184,Home,TRUE,,,,,,2007-08-13,BMAC
RS0514,P078,L0185,Home,TRUE,,,,,,1998-08-31,McDirectory
RS0515,P239,L0185,Home,TRUE,,,,,,1998-08-31,McDirectory
RS0516,P688,L0185,Home,TRUE,,,,,,1998-08-31,McDirectory
RS0517,P050,L0186,Home,TRUE,,,,,,1994-01-03,McDirectory
RS0518,P339,L0186,Home,TRUE,,,,,,1994-01-03,McDirectory
RS0519,P658,L0186,Home,TRUE,,,,,,1994-01-03,McDirectory
RS0520,P118,L0187,Home,TRUE,,,,,,2017-08-05,Melanie
RS0521,P318,L0187,Home,TRUE,,,,,,2017-08-05,Melanie
RS0522,P320,L0187,Home,TRUE,,,,,,2017-08-05,Melanie
RS0523,P729,L0187,Home,TRUE,,,,,,2017-08-05,Melanie
RS0524,P314,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0525,P317,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0526,P536,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0527,P555,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0528,P556,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0529,P564,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0530,P578,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0531,P863,L0188,Home,TRUE,,,,,,2014-08-14,Melanie; Melanie Lauer
RS0532,P315,L0189,Home,TRUE,,,,,,2013-08-01,Melanie
RS0533,P529,L0189,Home,TRUE,,,,,,2013-08-01,Melanie
RS0534,P570,L0189,Home,TRUE,,,,,,2013-08-01,Melanie
RS0535,P864,L0189,Home,TRUE,,,,,,2013-08-01,Melanie
RS0536,P164,L0190,Home,TRUE,,,,,,1999-08-08,Laptop
RS0537,P778,L0190,Home,TRUE,,,,,,1999-08-08,Laptop
RS0538,P319,L0191,Home,TRUE,,,,,,2014-08-14,Melanie
RS0539,P579,L0191,Home,TRUE,,,,,,2014-08-14,Melanie
RS0540,P866,L0191,Home,TRUE,,,,,,2014-08-14,Melanie
RS0541,P367,L0192,Home,TRUE,,,,,,2014-07-28,Melanie
RS0542,P518,L0192,Home,TRUE,,,,,,2014-07-28,Melanie
RS0543,P568,L0192,Home,TRUE,,,,,,2014-07-28,Melanie
RS0544,P572,L0192,Home,TRUE,,,,,,2014-07-28,Melanie
RS0545,P099,L0193,Home,TRUE,,,,,,2005-09-05,BMAC
RS0546,P712,L0193,Home,TRUE,,,,,,2005-09-05,BMAC
RS0547,P141,L0194,Home,TRUE,,,,,,2017-08-08,Melanie
RS0548,P397,L0194,Home,TRUE,,,,,,2017-08-08,Melanie
RS0549,P752,L0194,Home,TRUE,,,,,,2017-08-08,Melanie
RS0550,P383,L0195,Home,TRUE,,,,,,2026-08-26,McFamily
RS0278,P010,L0096,Home,TRUE,,,,,,2017-08-07,Melanie
